rRNA_name,position,total_coverage
18S-rRNA,1775,11623
18S-rRNA,1776,11690
18S-rRNA,1777,11724
18S-rRNA,1778,11724
18S-rRNA,1779,11724
18S-rRNA,1780,11724
18S-rRNA,1781,11724
18S-rRNA,1782,11724
18S-rRNA,1783,11726
18S-rRNA,1784,11726
18S-rRNA,1785,11676
18S-rRNA,1786,11663
18S-rRNA,1787,11683
18S-rRNA,1788,11671
18S-rRNA,1789,11636
18S-rRNA,1790,11619
18S-rRNA,1791,11504
18S-rRNA,1792,11350
18S-rRNA,1793,11189
18S-rRNA,1794,10987
18S-rRNA,1795,10794
18S-rRNA,1796,10677
18S-rRNA,1797,10167
18S-rRNA,1798,9983
18S-rRNA,1799,9437
18S-rRNA,1800,5630
18S-rRNA,1801,5202
18S-rRNA,1802,4855
18S-rRNA,1803,4762
18S-rRNA,1804,4058
18S-rRNA,1805,3649
18S-rRNA,1806,3554
18S-rRNA,1807,3526
18S-rRNA,1808,3510
18S-rRNA,1809,1937
18S-rRNA,1810,1691
18S-rRNA,1811,1628
18S-rRNA,1812,1586
18S-rRNA,1813,1479
18S-rRNA,1814,1390
18S-rRNA,1815,1380
18S-rRNA,1816,1382
18S-rRNA,1817,1366
18S-rRNA,1818,1345
18S-rRNA,1819,1302
18S-rRNA,1820,1244
18S-rRNA,1821,1185
18S-rRNA,1822,1059
18S-rRNA,1823,937
18S-rRNA,1824,776
18S-rRNA,1825,747
18S-rRNA,1826,722
18S-rRNA,1827,664
18S-rRNA,1828,667
18S-rRNA,1829,661
18S-rRNA,1830,632
18S-rRNA,1831,612
18S-rRNA,1832,672
18S-rRNA,1833,673
18S-rRNA,1834,664
18S-rRNA,1835,682
18S-rRNA,1836,687
18S-rRNA,1837,689
18S-rRNA,1838,684
18S-rRNA,1839,676
18S-rRNA,1840,681
18S-rRNA,1841,673
18S-rRNA,1842,673
18S-rRNA,1843,669
18S-rRNA,1844,664
18S-rRNA,1845,664
18S-rRNA,1846,669
18S-rRNA,1847,663
18S-rRNA,1848,666
18S-rRNA,1849,666
18S-rRNA,1850,655
18S-rRNA,1851,649
18S-rRNA,1852,656
18S-rRNA,1853,657
18S-rRNA,1854,642
18S-rRNA,1855,682
18S-rRNA,1856,738
18S-rRNA,1857,1126
18S-rRNA,1858,1597
18S-rRNA,1859,1595
18S-rRNA,1860,1586
18S-rRNA,1861,1586
18S-rRNA,1862,1584
18S-rRNA,1863,1584
18S-rRNA,1864,1582
18S-rRNA,1865,1568
18S-rRNA,1866,1539
18S-rRNA,1867,1458
18S-rRNA,1868,1398
18S-rRNA,1869,1384
18S-rRNA,1870,1361
18S-rRNA,1871,1316
18S-rRNA,1872,1274
28S-rRNA,1,925262
28S-rRNA,2,1037589
28S-rRNA,3,1083269
28S-rRNA,4,1143260
28S-rRNA,5,1158739
28S-rRNA,6,1167692
28S-rRNA,7,1181706
28S-rRNA,8,1195433
28S-rRNA,9,1206053
28S-rRNA,10,1240314
28S-rRNA,11,1251624
28S-rRNA,12,1263853
28S-rRNA,13,1269730
28S-rRNA,14,1276840
28S-rRNA,15,1306252
28S-rRNA,16,1344222
28S-rRNA,17,1351754
28S-rRNA,18,1346830
28S-rRNA,19,1338999
28S-rRNA,20,1312028
28S-rRNA,21,1307016
28S-rRNA,22,1304681
28S-rRNA,23,1300535
28S-rRNA,24,1296459
28S-rRNA,25,1266959
28S-rRNA,26,1257388
28S-rRNA,27,1236572
28S-rRNA,28,1210778
28S-rRNA,29,1180432
28S-rRNA,30,1159325
28S-rRNA,31,1119758
28S-rRNA,32,978307
28S-rRNA,33,958582
28S-rRNA,34,897719
28S-rRNA,35,753693
28S-rRNA,36,535027
28S-rRNA,37,452879
28S-rRNA,38,402267
28S-rRNA,39,394081
28S-rRNA,40,388742
28S-rRNA,41,378009
28S-rRNA,42,354326
28S-rRNA,43,341879
28S-rRNA,44,339924
28S-rRNA,45,337398
28S-rRNA,46,337659
28S-rRNA,47,341393
28S-rRNA,48,346338
28S-rRNA,49,350461
28S-rRNA,50,354069
28S-rRNA,51,360167
28S-rRNA,52,362611
28S-rRNA,53,365970
28S-rRNA,54,374960
28S-rRNA,55,382781
28S-rRNA,56,385556
28S-rRNA,57,381912
28S-rRNA,58,385105
28S-rRNA,59,382987
28S-rRNA,60,380153
28S-rRNA,61,375979
28S-rRNA,62,371700
28S-rRNA,63,366817
28S-rRNA,64,344124
28S-rRNA,65,323675
28S-rRNA,66,305081
28S-rRNA,67,280515
28S-rRNA,68,228776
28S-rRNA,69,203780
28S-rRNA,70,203520
28S-rRNA,71,201453
28S-rRNA,72,196371
28S-rRNA,73,193242
28S-rRNA,74,196933
28S-rRNA,75,195349
28S-rRNA,76,188426
28S-rRNA,77,179934
28S-rRNA,78,170127
28S-rRNA,79,167060
28S-rRNA,80,163657
28S-rRNA,81,161745
28S-rRNA,82,157591
28S-rRNA,83,159505
28S-rRNA,84,158358
28S-rRNA,85,158314
28S-rRNA,86,155434
28S-rRNA,87,154272
28S-rRNA,88,154441
28S-rRNA,89,153509
28S-rRNA,90,160533
28S-rRNA,91,159575
28S-rRNA,92,162975
28S-rRNA,93,165279
28S-rRNA,94,180011
28S-rRNA,95,180219
28S-rRNA,96,180474
28S-rRNA,97,180916
28S-rRNA,98,183466
28S-rRNA,99,184946
28S-rRNA,100,184410
28S-rRNA,101,184750
28S-rRNA,102,185637
28S-rRNA,103,187149
28S-rRNA,104,188711
28S-rRNA,105,186984
28S-rRNA,106,171262
28S-rRNA,107,171074
28S-rRNA,108,180617
28S-rRNA,109,178718
28S-rRNA,110,175389
28S-rRNA,111,171434
28S-rRNA,112,166777
28S-rRNA,113,164658
28S-rRNA,114,163323
28S-rRNA,115,163276
28S-rRNA,116,162016
28S-rRNA,117,167226
28S-rRNA,118,165639
28S-rRNA,119,164363
28S-rRNA,120,163080
28S-rRNA,121,161863
28S-rRNA,122,160897
28S-rRNA,123,159613
28S-rRNA,124,158111
28S-rRNA,125,155742
28S-rRNA,126,148032
28S-rRNA,127,124540
28S-rRNA,128,114375
28S-rRNA,129,105246
28S-rRNA,130,135303
28S-rRNA,131,127453
28S-rRNA,132,109179
28S-rRNA,133,102799
28S-rRNA,134,130881
28S-rRNA,135,141805
28S-rRNA,136,148691
28S-rRNA,137,158101
28S-rRNA,138,162923
28S-rRNA,139,166660
28S-rRNA,140,169581
28S-rRNA,141,189861
28S-rRNA,142,210848
28S-rRNA,143,218680
28S-rRNA,144,221326
28S-rRNA,145,224456
28S-rRNA,146,224301
28S-rRNA,147,223967
28S-rRNA,148,223695
28S-rRNA,149,223412
28S-rRNA,150,222942
28S-rRNA,151,222007
28S-rRNA,152,218935
28S-rRNA,153,216330
28S-rRNA,154,210070
28S-rRNA,155,204394
28S-rRNA,156,198368
28S-rRNA,157,194605
28S-rRNA,158,186054
28S-rRNA,159,182438
28S-rRNA,160,179023
28S-rRNA,161,174935
28S-rRNA,162,171981
28S-rRNA,163,169212
28S-rRNA,164,163903
28S-rRNA,165,143198
28S-rRNA,166,124008
28S-rRNA,167,82213
28S-rRNA,168,43662
28S-rRNA,169,28119
28S-rRNA,170,24843
28S-rRNA,171,22963
28S-rRNA,172,22162
28S-rRNA,173,22285
28S-rRNA,174,22291
28S-rRNA,175,22799
28S-rRNA,176,23282
28S-rRNA,177,23149
28S-rRNA,178,21997
28S-rRNA,179,20697
28S-rRNA,180,19492
28S-rRNA,181,18167
28S-rRNA,182,17455
28S-rRNA,183,17547
28S-rRNA,184,17923
28S-rRNA,185,19566
28S-rRNA,186,21329
28S-rRNA,187,26172
28S-rRNA,188,28932
28S-rRNA,189,31210
28S-rRNA,190,31409
28S-rRNA,191,31144
28S-rRNA,192,31397
28S-rRNA,193,30846
28S-rRNA,194,32169
28S-rRNA,195,32564
28S-rRNA,196,33493
28S-rRNA,197,32749
28S-rRNA,198,32677
28S-rRNA,199,32372
28S-rRNA,200,31778
28S-rRNA,201,30939
28S-rRNA,202,30410
28S-rRNA,203,31156
28S-rRNA,204,32028
28S-rRNA,205,32144
28S-rRNA,206,33918
28S-rRNA,207,35325
28S-rRNA,208,39326
28S-rRNA,209,42837
28S-rRNA,210,43422
28S-rRNA,211,44069
28S-rRNA,212,44000
28S-rRNA,213,44167
28S-rRNA,214,44095
28S-rRNA,215,45274
28S-rRNA,216,45244
28S-rRNA,217,47855
28S-rRNA,218,62600
28S-rRNA,219,85175
28S-rRNA,220,87300
28S-rRNA,221,92855
28S-rRNA,222,100963
28S-rRNA,223,108620
28S-rRNA,224,117112
28S-rRNA,225,116691
28S-rRNA,226,119529
28S-rRNA,227,119759
28S-rRNA,228,119143
28S-rRNA,229,120489
28S-rRNA,230,120567
28S-rRNA,231,121714
28S-rRNA,232,120413
28S-rRNA,233,120228
28S-rRNA,234,117895
28S-rRNA,235,116999
28S-rRNA,236,116308
28S-rRNA,237,113794
28S-rRNA,238,109825
28S-rRNA,239,101008
28S-rRNA,240,92595
28S-rRNA,241,90205
28S-rRNA,242,75385
28S-rRNA,243,58402
28S-rRNA,244,58755
28S-rRNA,245,58648
28S-rRNA,246,58561
28S-rRNA,247,57341
28S-rRNA,248,55831
28S-rRNA,249,53802
28S-rRNA,250,52142
28S-rRNA,251,49058
28S-rRNA,252,48148
28S-rRNA,253,47394
28S-rRNA,254,45792
28S-rRNA,255,41053
28S-rRNA,256,38116
28S-rRNA,257,36722
28S-rRNA,258,33288
28S-rRNA,259,30958
28S-rRNA,260,27843
28S-rRNA,261,26685
28S-rRNA,262,24898
28S-rRNA,263,19698
28S-rRNA,264,14117
28S-rRNA,265,7714
28S-rRNA,266,9355
28S-rRNA,267,11000
28S-rRNA,268,13390
28S-rRNA,269,15910
28S-rRNA,270,18041
28S-rRNA,271,18876
28S-rRNA,272,24339
28S-rRNA,273,27852
28S-rRNA,274,28663
28S-rRNA,275,32028
28S-rRNA,276,38472
28S-rRNA,277,45885
28S-rRNA,278,45834
28S-rRNA,279,45713
28S-rRNA,280,45539
28S-rRNA,281,44966
28S-rRNA,282,44602
28S-rRNA,283,44566
28S-rRNA,284,44421
28S-rRNA,285,44339
28S-rRNA,286,44032
28S-rRNA,287,43212
28S-rRNA,288,43032
28S-rRNA,289,42965
28S-rRNA,290,42391
28S-rRNA,291,42300
28S-rRNA,292,42848
28S-rRNA,293,47792
28S-rRNA,294,49270
28S-rRNA,295,49635
28S-rRNA,296,50979
28S-rRNA,297,50966
28S-rRNA,298,50782
28S-rRNA,299,50604
28S-rRNA,300,50742
28S-rRNA,301,50766
28S-rRNA,302,50639
28S-rRNA,303,50539
28S-rRNA,304,50660
28S-rRNA,305,50245
28S-rRNA,306,50262
28S-rRNA,307,50957
28S-rRNA,308,51419
28S-rRNA,309,50012
28S-rRNA,310,48556
28S-rRNA,311,46075
28S-rRNA,312,43153
28S-rRNA,313,39291
28S-rRNA,314,37745
28S-rRNA,315,38101
28S-rRNA,316,41233
28S-rRNA,317,40258
28S-rRNA,318,42852
28S-rRNA,319,51711
28S-rRNA,320,56187
28S-rRNA,321,55054
28S-rRNA,322,55441
28S-rRNA,323,57550
28S-rRNA,324,61994
28S-rRNA,325,64832
28S-rRNA,326,64894
28S-rRNA,327,68112
28S-rRNA,328,68393
28S-rRNA,329,69570
28S-rRNA,330,71025
28S-rRNA,331,73757
28S-rRNA,332,74336
28S-rRNA,333,75493
28S-rRNA,334,76886
28S-rRNA,335,76608
28S-rRNA,336,76608
28S-rRNA,337,76583
28S-rRNA,338,77092
28S-rRNA,339,76913
28S-rRNA,340,70762
28S-rRNA,341,73954
28S-rRNA,342,74429
28S-rRNA,343,74997
28S-rRNA,344,75726
28S-rRNA,345,76479
28S-rRNA,346,78190
28S-rRNA,347,76849
28S-rRNA,348,77037
28S-rRNA,349,76976
28S-rRNA,350,77668
28S-rRNA,351,82252
28S-rRNA,352,95843
28S-rRNA,353,97495
28S-rRNA,354,94674
28S-rRNA,355,97105
28S-rRNA,356,98804
28S-rRNA,357,95424
28S-rRNA,358,94961
28S-rRNA,359,124152
28S-rRNA,360,127569
28S-rRNA,361,127354
28S-rRNA,362,126869
28S-rRNA,363,127040
28S-rRNA,364,126954
28S-rRNA,365,126162
28S-rRNA,366,125437
28S-rRNA,367,125216
28S-rRNA,368,124973
28S-rRNA,369,124968
28S-rRNA,370,123953
28S-rRNA,371,122826
28S-rRNA,372,134843
28S-rRNA,373,138548
28S-rRNA,374,139415
28S-rRNA,375,139773
28S-rRNA,376,139637
28S-rRNA,377,139247
28S-rRNA,378,138451
28S-rRNA,379,138000
28S-rRNA,380,132652
28S-rRNA,381,93502
28S-rRNA,382,93077
28S-rRNA,383,92757
28S-rRNA,384,92200
28S-rRNA,385,91684
28S-rRNA,386,91442
28S-rRNA,387,91186
28S-rRNA,388,83999
28S-rRNA,389,70851
28S-rRNA,390,63348
28S-rRNA,391,50642
28S-rRNA,392,41522
28S-rRNA,393,38930
28S-rRNA,394,38302
28S-rRNA,395,37324
28S-rRNA,396,36367
28S-rRNA,397,36176
28S-rRNA,398,34867
28S-rRNA,399,34582
28S-rRNA,400,33776
28S-rRNA,401,33241
28S-rRNA,402,23971
28S-rRNA,403,21227
28S-rRNA,404,23160
28S-rRNA,405,32647
28S-rRNA,406,35842
28S-rRNA,407,44552
28S-rRNA,408,112136
28S-rRNA,409,132694
28S-rRNA,410,384799
28S-rRNA,411,414162
28S-rRNA,412,632233
28S-rRNA,413,681311
28S-rRNA,414,755964
28S-rRNA,415,822491
28S-rRNA,416,858074
28S-rRNA,417,879076
28S-rRNA,418,887426
28S-rRNA,419,889605
28S-rRNA,420,890384
28S-rRNA,421,891476
28S-rRNA,422,908610
28S-rRNA,423,942915
28S-rRNA,424,948471
28S-rRNA,425,968856
28S-rRNA,426,981102
28S-rRNA,427,1002283
28S-rRNA,428,1024159
28S-rRNA,429,1066897
28S-rRNA,430,1093141
28S-rRNA,431,1091336
28S-rRNA,432,1089415
28S-rRNA,433,1165714
28S-rRNA,434,1218606
28S-rRNA,435,1257060
28S-rRNA,436,1261680
28S-rRNA,437,1272909
28S-rRNA,438,1279243
28S-rRNA,439,1283520
28S-rRNA,440,1296555
28S-rRNA,441,1300538
28S-rRNA,442,1301897
28S-rRNA,443,1292879
28S-rRNA,444,1280756
28S-rRNA,445,1266874
28S-rRNA,446,1243385
28S-rRNA,447,1234310
28S-rRNA,448,1218519
28S-rRNA,449,1200215
28S-rRNA,450,1178389
28S-rRNA,451,1150416
28S-rRNA,452,1111701
28S-rRNA,453,1099467
28S-rRNA,454,1070395
28S-rRNA,455,1048155
28S-rRNA,456,1041169
28S-rRNA,457,1029968
28S-rRNA,458,1023824
28S-rRNA,459,1002416
28S-rRNA,460,900481
28S-rRNA,461,860596
28S-rRNA,462,842038
28S-rRNA,463,725133
28S-rRNA,464,649104
28S-rRNA,465,544617
28S-rRNA,466,381514
28S-rRNA,467,218791
28S-rRNA,468,69049
28S-rRNA,469,50981
28S-rRNA,470,50072
28S-rRNA,471,64330
28S-rRNA,472,68740
28S-rRNA,473,69290
28S-rRNA,474,72772
28S-rRNA,475,74269
28S-rRNA,476,74823
28S-rRNA,477,73669
28S-rRNA,478,73146
28S-rRNA,479,72577
28S-rRNA,480,72852
28S-rRNA,481,72373
28S-rRNA,482,74176
28S-rRNA,483,90484
28S-rRNA,484,104840
28S-rRNA,485,141564
28S-rRNA,486,144711
28S-rRNA,487,149087
28S-rRNA,488,152424
28S-rRNA,489,156227
28S-rRNA,490,155984
28S-rRNA,491,154358
28S-rRNA,492,153127
28S-rRNA,493,152315
28S-rRNA,494,150389
28S-rRNA,495,149132
28S-rRNA,496,148571
28S-rRNA,497,148180
28S-rRNA,498,149137
28S-rRNA,499,149190
28S-rRNA,500,146999
28S-rRNA,501,144510
28S-rRNA,502,144505
28S-rRNA,503,129693
28S-rRNA,504,124348
28S-rRNA,505,120176
28S-rRNA,506,117867
28S-rRNA,507,111564
28S-rRNA,508,106341
28S-rRNA,509,100957
28S-rRNA,510,99121
28S-rRNA,511,103388
28S-rRNA,512,97234
28S-rRNA,513,84518
28S-rRNA,514,74530
28S-rRNA,515,73362
28S-rRNA,516,73928
28S-rRNA,517,76096
28S-rRNA,518,77745
28S-rRNA,519,78842
28S-rRNA,520,81794
28S-rRNA,521,82472
28S-rRNA,522,82077
28S-rRNA,523,79774
28S-rRNA,524,77927
28S-rRNA,525,77644
28S-rRNA,526,78061
28S-rRNA,527,78373
28S-rRNA,528,73273
28S-rRNA,529,67116
28S-rRNA,530,53810
28S-rRNA,531,54025
28S-rRNA,532,54777
28S-rRNA,533,58150
28S-rRNA,534,58541
28S-rRNA,535,58327
28S-rRNA,536,57681
28S-rRNA,537,57401
28S-rRNA,538,56363
28S-rRNA,539,55027
28S-rRNA,540,54536
28S-rRNA,541,53064
28S-rRNA,542,47875
28S-rRNA,543,36702
28S-rRNA,544,28039
28S-rRNA,545,25171
28S-rRNA,546,24529
28S-rRNA,547,24615
28S-rRNA,548,24468
28S-rRNA,549,24179
28S-rRNA,550,24084
28S-rRNA,551,22994
28S-rRNA,552,22658
28S-rRNA,553,23199
28S-rRNA,554,24088
28S-rRNA,555,24439
28S-rRNA,556,24514
28S-rRNA,557,23109
28S-rRNA,558,24917
28S-rRNA,559,33750
28S-rRNA,560,64809
28S-rRNA,561,217834
28S-rRNA,562,336104
28S-rRNA,563,417041
28S-rRNA,564,463754
28S-rRNA,565,488763
28S-rRNA,566,501989
28S-rRNA,567,509000
28S-rRNA,568,537966
28S-rRNA,569,548928
28S-rRNA,570,551775
28S-rRNA,571,555287
28S-rRNA,572,567166
28S-rRNA,573,567668
28S-rRNA,574,579265
28S-rRNA,575,580976
28S-rRNA,576,585614
28S-rRNA,577,597766
28S-rRNA,578,596127
28S-rRNA,579,561538
28S-rRNA,580,543266
28S-rRNA,581,535859
28S-rRNA,582,512543
28S-rRNA,583,427399
28S-rRNA,584,375469
28S-rRNA,585,356329
28S-rRNA,586,317122
28S-rRNA,587,258362
28S-rRNA,588,228251
28S-rRNA,589,220392
28S-rRNA,590,214741
28S-rRNA,591,208440
28S-rRNA,592,199718
28S-rRNA,593,166857
28S-rRNA,594,144395
28S-rRNA,595,131642
28S-rRNA,596,119557
28S-rRNA,597,110591
28S-rRNA,598,107432
28S-rRNA,599,103528
28S-rRNA,600,97383
28S-rRNA,601,92698
28S-rRNA,602,88321
28S-rRNA,603,68425
28S-rRNA,604,33314
28S-rRNA,605,26216
28S-rRNA,606,33367
28S-rRNA,607,41821
28S-rRNA,608,54045
28S-rRNA,609,67483
28S-rRNA,610,72330
28S-rRNA,611,74006
28S-rRNA,612,75323
28S-rRNA,613,73966
28S-rRNA,614,72243
28S-rRNA,615,71774
28S-rRNA,616,73050
28S-rRNA,617,86222
28S-rRNA,618,98984
28S-rRNA,619,101140
28S-rRNA,620,206490
28S-rRNA,621,240082
28S-rRNA,622,257034
28S-rRNA,623,256272
28S-rRNA,624,253710
28S-rRNA,625,250117
28S-rRNA,626,250781
28S-rRNA,627,259172
28S-rRNA,628,257273
28S-rRNA,629,267103
28S-rRNA,630,268180
28S-rRNA,631,268937
28S-rRNA,632,272988
28S-rRNA,633,269356
28S-rRNA,634,269274
28S-rRNA,635,268727
28S-rRNA,636,250565
28S-rRNA,637,245924
28S-rRNA,638,215218
28S-rRNA,639,189579
28S-rRNA,640,181044
28S-rRNA,641,187424
28S-rRNA,642,182961
28S-rRNA,643,167528
28S-rRNA,644,135018
28S-rRNA,645,119663
28S-rRNA,646,100972
28S-rRNA,647,83571
28S-rRNA,648,81844
28S-rRNA,649,82367
28S-rRNA,650,83707
28S-rRNA,651,82926
28S-rRNA,652,83562
28S-rRNA,653,103427
28S-rRNA,654,130335
28S-rRNA,655,146868
28S-rRNA,656,149899
28S-rRNA,657,160717
28S-rRNA,658,158353
28S-rRNA,659,158627
28S-rRNA,660,157055
28S-rRNA,661,154213
28S-rRNA,662,147534
28S-rRNA,663,142686
28S-rRNA,664,135963
28S-rRNA,665,136384
28S-rRNA,666,133448
28S-rRNA,667,132682
28S-rRNA,668,129065
28S-rRNA,669,126745
28S-rRNA,670,117257
28S-rRNA,671,111031
28S-rRNA,672,94086
28S-rRNA,673,77065
28S-rRNA,674,30758
28S-rRNA,675,27051
28S-rRNA,676,27035
28S-rRNA,677,28015
28S-rRNA,678,27361
28S-rRNA,679,30925
28S-rRNA,680,31240
28S-rRNA,681,30598
28S-rRNA,682,27932
28S-rRNA,683,26909
28S-rRNA,684,28311
28S-rRNA,685,26769
28S-rRNA,686,25827
28S-rRNA,687,25502
28S-rRNA,688,25577
28S-rRNA,689,25362
28S-rRNA,690,26070
28S-rRNA,691,25678
28S-rRNA,692,26454
28S-rRNA,693,25326
28S-rRNA,694,26810
28S-rRNA,695,24436
28S-rRNA,696,23578
28S-rRNA,697,22567
28S-rRNA,698,21104
28S-rRNA,699,19078
28S-rRNA,700,18501
28S-rRNA,701,18740
28S-rRNA,702,18822
28S-rRNA,703,18850
28S-rRNA,704,18362
28S-rRNA,705,19483
28S-rRNA,706,20000
28S-rRNA,707,19771
28S-rRNA,708,20921
28S-rRNA,709,18215
28S-rRNA,710,17624
28S-rRNA,711,17303
28S-rRNA,712,17436
28S-rRNA,713,17728
28S-rRNA,714,17801
28S-rRNA,715,17350
28S-rRNA,716,14737
28S-rRNA,717,13579
28S-rRNA,718,13288
28S-rRNA,719,12961
28S-rRNA,720,12976
28S-rRNA,721,11949
28S-rRNA,722,11906
28S-rRNA,723,10236
28S-rRNA,724,9800
28S-rRNA,725,8324
28S-rRNA,726,5501
28S-rRNA,727,4370
28S-rRNA,728,4572
28S-rRNA,729,11851
28S-rRNA,730,15137
28S-rRNA,731,21136
28S-rRNA,732,27879
28S-rRNA,733,27965
28S-rRNA,734,27861
28S-rRNA,735,29873
28S-rRNA,736,30892
28S-rRNA,737,31024
28S-rRNA,738,33508
28S-rRNA,739,36465
28S-rRNA,740,41183
28S-rRNA,741,41339
28S-rRNA,742,42993
28S-rRNA,743,78061
28S-rRNA,744,83004
28S-rRNA,745,83071
28S-rRNA,746,83846
28S-rRNA,747,86494
28S-rRNA,748,89009
28S-rRNA,749,90393
28S-rRNA,750,101579
28S-rRNA,751,109200
28S-rRNA,752,114226
28S-rRNA,753,122089
28S-rRNA,754,133869
28S-rRNA,755,140241
28S-rRNA,756,152360
28S-rRNA,757,161127
28S-rRNA,758,164850
28S-rRNA,759,166346
28S-rRNA,760,169816
28S-rRNA,761,170016
28S-rRNA,762,174067
28S-rRNA,763,174160
28S-rRNA,764,173663
28S-rRNA,765,170416
28S-rRNA,766,165304
28S-rRNA,767,160253
28S-rRNA,768,155811
28S-rRNA,769,155405
28S-rRNA,770,154284
28S-rRNA,771,146661
28S-rRNA,772,142374
28S-rRNA,773,144466
28S-rRNA,774,143586
28S-rRNA,775,126989
28S-rRNA,776,105664
28S-rRNA,777,100082
28S-rRNA,778,95784
28S-rRNA,779,89472
28S-rRNA,780,87042
28S-rRNA,781,85392
28S-rRNA,782,85641
28S-rRNA,783,86434
28S-rRNA,784,102253
28S-rRNA,785,116666
28S-rRNA,786,125594
28S-rRNA,787,130402
28S-rRNA,788,127241
28S-rRNA,789,124495
28S-rRNA,790,122008
28S-rRNA,791,119034
28S-rRNA,792,112904
28S-rRNA,793,102464
28S-rRNA,794,96053
28S-rRNA,795,96671
28S-rRNA,796,97089
28S-rRNA,797,95312
28S-rRNA,798,95661
28S-rRNA,799,95929
28S-rRNA,800,91310
28S-rRNA,801,81930
28S-rRNA,802,66451
28S-rRNA,803,63390
28S-rRNA,804,59626
28S-rRNA,805,54919
28S-rRNA,806,46417
28S-rRNA,807,36625
28S-rRNA,808,30635
28S-rRNA,809,28984
28S-rRNA,810,24344
28S-rRNA,811,22179
28S-rRNA,812,21613
28S-rRNA,813,20327
28S-rRNA,814,19787
28S-rRNA,815,19405
28S-rRNA,816,18733
28S-rRNA,817,18211
28S-rRNA,818,17223
28S-rRNA,819,16685
28S-rRNA,820,16218
28S-rRNA,821,15645
28S-rRNA,822,14242
28S-rRNA,823,13175
28S-rRNA,824,12286
28S-rRNA,825,11397
28S-rRNA,826,12249
28S-rRNA,827,11854
28S-rRNA,828,11804
28S-rRNA,829,11296
28S-rRNA,830,9160
28S-rRNA,831,7261
28S-rRNA,832,7019
28S-rRNA,833,8418
28S-rRNA,834,9510
28S-rRNA,835,10000
28S-rRNA,836,12001
28S-rRNA,837,14498
28S-rRNA,838,16844
28S-rRNA,839,17492
28S-rRNA,840,17689
28S-rRNA,841,17306
28S-rRNA,842,17777
28S-rRNA,843,18371
28S-rRNA,844,19607
28S-rRNA,845,21228
28S-rRNA,846,21681
28S-rRNA,847,22187
28S-rRNA,848,22324
28S-rRNA,849,24124
28S-rRNA,850,24350
28S-rRNA,851,25592
28S-rRNA,852,26368
28S-rRNA,853,27362
28S-rRNA,854,28057
28S-rRNA,855,28206
28S-rRNA,856,27922
28S-rRNA,857,26723
28S-rRNA,858,25982
28S-rRNA,859,26369
28S-rRNA,860,24846
28S-rRNA,861,22046
28S-rRNA,862,20258
28S-rRNA,863,20419
28S-rRNA,864,19995
28S-rRNA,865,24605
28S-rRNA,866,29816
28S-rRNA,867,39917
28S-rRNA,868,45694
28S-rRNA,869,62242
28S-rRNA,870,66999
28S-rRNA,871,105466
28S-rRNA,872,109929
28S-rRNA,873,113387
28S-rRNA,874,128217
28S-rRNA,875,146947
28S-rRNA,876,174239
28S-rRNA,877,286831
28S-rRNA,878,353487
28S-rRNA,879,393470
28S-rRNA,880,408994
28S-rRNA,881,423590
28S-rRNA,882,429551
28S-rRNA,883,432201
28S-rRNA,884,432795
28S-rRNA,885,432586
28S-rRNA,886,432462
28S-rRNA,887,431101
28S-rRNA,888,425190
28S-rRNA,889,417140
28S-rRNA,890,415473
28S-rRNA,891,413537
28S-rRNA,892,412950
28S-rRNA,893,412903
28S-rRNA,894,407921
28S-rRNA,895,396064
28S-rRNA,896,332505
28S-rRNA,897,333776
28S-rRNA,898,314576
28S-rRNA,899,261025
28S-rRNA,900,228944
28S-rRNA,901,193773
28S-rRNA,902,198223
28S-rRNA,903,202440
28S-rRNA,904,202485
28S-rRNA,905,208112
28S-rRNA,906,209283
28S-rRNA,907,207326
28S-rRNA,908,209495
28S-rRNA,909,209016
28S-rRNA,910,205567
28S-rRNA,911,199408
28S-rRNA,912,199000
28S-rRNA,913,195226
28S-rRNA,914,195290
28S-rRNA,915,190663
28S-rRNA,916,187633
28S-rRNA,917,184563
28S-rRNA,918,175529
28S-rRNA,919,174238
28S-rRNA,920,170311
28S-rRNA,921,162458
28S-rRNA,922,148738
28S-rRNA,923,130011
28S-rRNA,924,117373
28S-rRNA,925,107068
28S-rRNA,926,95975
28S-rRNA,927,87457
28S-rRNA,928,79146
28S-rRNA,929,75750
28S-rRNA,930,74248
28S-rRNA,931,73069
28S-rRNA,932,71667
28S-rRNA,933,66665
28S-rRNA,934,53009
28S-rRNA,935,34734
28S-rRNA,936,26590
28S-rRNA,937,24178
28S-rRNA,938,23135
28S-rRNA,939,22233
28S-rRNA,940,21710
28S-rRNA,941,18664
28S-rRNA,942,11783
28S-rRNA,943,7193
28S-rRNA,944,4369
28S-rRNA,945,3187
28S-rRNA,946,2611
28S-rRNA,947,2294
28S-rRNA,948,2498
28S-rRNA,949,2937
28S-rRNA,950,4451
28S-rRNA,951,6178
28S-rRNA,952,8104
28S-rRNA,953,8762
28S-rRNA,954,9104
28S-rRNA,955,11684
28S-rRNA,956,14828
28S-rRNA,957,15340
28S-rRNA,958,18242
28S-rRNA,959,19556
28S-rRNA,960,22075
28S-rRNA,961,30043
28S-rRNA,962,48741
28S-rRNA,963,144981
28S-rRNA,964,183639
28S-rRNA,965,216114
28S-rRNA,966,251254
28S-rRNA,967,272337
28S-rRNA,968,282072
