name,Library_01,Library_02,Library_03,Library_04,Library_05,Library_06,Library_07,Library_08,Library_09,Library_10,Library_11,Library_12,Library_13,Library_14,Library_15,Library_16,Library_17,Library_18,Library_19,Library_20,Library_21,Library_22,Library_23,Library_24,Library_25,Library_26,Library_27,Library_28,Library_29,Library_30,Library_31,Library_32,Library_33,Library_34,Library_35,Library_36,Library_38,Library_39,Library_40
rno-let-7a-1-3p,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-let-7a-5p,618.0,303.0,189.0,851.0,308.0,18.0,21.0,81.0,742.0,159.0,152.0,153.0,198.0,106.0,70.0,280.0,331.0,416.0,812.0,196.0,1131.0,202.0,22.0,12.0,248.0,233.0,527.0,379.0,554.0,415.0,71.0,108.0,37.0,409.0,856.0,123.0,73.0,215.0,58.0
rno-let-7b-5p,79.0,32.0,32.0,331.0,146.0,3.0,11.0,53.0,173.0,19.0,90.0,71.0,35.0,59.0,36.0,35.0,58.0,85.0,281.0,77.0,427.0,128.0,10.0,13.0,48.0,85.0,106.0,75.0,311.0,107.0,34.0,79.0,14.0,52.0,370.0,47.0,68.0,130.0,19.0
rno-let-7c-2-3p,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-let-7c-5p,123.0,79.0,49.0,600.0,331.0,6.0,35.0,76.0,341.0,34.0,111.0,104.0,61.0,79.0,51.0,87.0,124.0,116.0,640.0,164.0,914.0,304.0,32.0,10.0,56.0,88.0,177.0,160.0,772.0,206.0,96.0,142.0,22.0,107.0,588.0,106.0,115.0,258.0,57.0
rno-let-7d-3p,10.0,0.0,6.0,19.0,12.0,0.0,0.0,0.0,15.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,9.0,0.0,15.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,9.0,14.0,19.0,3.0,0.0,4.0,0.0,0.0,9.0,0.0,2.0,4.0,0.0
rno-let-7d-5p,11.0,16.0,9.0,157.0,80.0,2.0,4.0,13.0,99.0,3.0,12.0,10.0,7.0,10.0,8.0,13.0,28.0,18.0,65.0,18.0,117.0,29.0,0.0,0.0,8.0,13.0,36.0,47.0,111.0,25.0,0.0,23.0,0.0,10.0,52.0,11.0,8.0,34.0,4.0
rno-let-7e-5p,29.0,23.0,11.0,102.0,46.0,0.0,0.0,4.0,53.0,2.0,14.0,10.0,8.0,2.0,0.0,6.0,14.0,10.0,26.0,14.0,44.0,12.0,3.0,0.0,6.0,4.0,22.0,20.0,45.0,12.0,0.0,7.0,2.0,7.0,28.0,4.0,8.0,9.0,5.0
rno-let-7f-2-3p,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-let-7f-5p,140.0,58.0,31.0,284.0,230.0,3.0,6.0,23.0,212.0,26.0,28.0,30.0,45.0,38.0,28.0,45.0,44.0,39.0,145.0,31.0,313.0,61.0,11.0,0.0,47.0,47.0,136.0,84.0,166.0,78.0,8.0,52.0,12.0,68.0,287.0,16.0,14.0,120.0,19.0
rno-let-7g-5p,326.0,100.0,73.0,358.0,183.0,4.0,7.0,36.0,472.0,85.0,64.0,71.0,167.0,57.0,31.0,72.0,94.0,97.0,263.0,36.0,494.0,76.0,15.0,0.0,226.0,57.0,273.0,103.0,290.0,186.0,18.0,47.0,23.0,133.0,471.0,33.0,29.0,144.0,32.0
rno-let-7i-5p,33.0,6.0,8.0,112.0,35.0,0.0,0.0,7.0,68.0,13.0,21.0,8.0,18.0,2.0,3.0,7.0,13.0,18.0,28.0,9.0,38.0,4.0,0.0,0.0,19.0,6.0,10.0,30.0,59.0,25.0,3.0,5.0,2.0,16.0,80.0,0.0,22.0,23.0,9.0
rno-miR-100-5p,2.0,3.0,0.0,23.0,32.0,0.0,2.0,4.0,15.0,2.0,2.0,2.0,0.0,5.0,2.0,4.0,4.0,2.0,16.0,0.0,27.0,11.0,0.0,0.0,2.0,2.0,10.0,11.0,36.0,6.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,7.0,5.0
rno-miR-101b-3p,42.0,36.0,25.0,21.0,27.0,0.0,0.0,6.0,34.0,0.0,4.0,9.0,12.0,6.0,2.0,0.0,13.0,12.0,14.0,2.0,23.0,5.0,0.0,2.0,21.0,0.0,31.0,10.0,7.0,5.0,0.0,10.0,0.0,4.0,54.0,0.0,5.0,9.0,0.0
rno-miR-103-3p,188.0,112.0,79.0,374.0,205.0,3.0,8.0,25.0,302.0,88.0,46.0,79.0,60.0,48.0,36.0,40.0,122.0,90.0,111.0,29.0,182.0,43.0,2.0,0.0,115.0,42.0,240.0,121.0,214.0,74.0,12.0,52.0,2.0,83.0,146.0,15.0,29.0,43.0,6.0
rno-miR-106b-3p,41.0,36.0,14.0,35.0,9.0,8.0,0.0,0.0,50.0,15.0,29.0,10.0,5.0,0.0,2.0,0.0,39.0,9.0,6.0,2.0,18.0,0.0,2.0,0.0,7.0,23.0,36.0,19.0,6.0,7.0,0.0,2.0,4.0,9.0,24.0,0.0,3.0,0.0,0.0
rno-miR-106b-5p,31.0,7.0,25.0,24.0,35.0,0.0,0.0,0.0,50.0,11.0,9.0,8.0,21.0,4.0,7.0,2.0,10.0,15.0,5.0,0.0,11.0,2.0,0.0,0.0,39.0,6.0,31.0,27.0,16.0,12.0,0.0,0.0,0.0,5.0,31.0,0.0,0.0,5.0,0.0
rno-miR-107-3p,4.0,1.0,1.0,20.0,42.0,0.0,2.0,6.0,11.0,4.0,2.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,5.0,0.0,23.0,7.0,1.0,0.0,3.0,0.0,9.0,5.0,20.0,3.0,0.0,10.0,0.0,2.0,8.0,0.0,8.0,5.0,1.0
rno-miR-10a-5p,98.0,43.0,31.0,176.0,189.0,5.0,32.0,118.0,223.0,46.0,46.0,87.0,82.0,163.0,104.0,76.0,77.0,29.0,309.0,76.0,615.0,193.0,7.0,6.0,73.0,29.0,222.0,77.0,425.0,144.0,41.0,217.0,4.0,67.0,403.0,9.0,88.0,447.0,26.0
rno-miR-10b-5p,166.0,82.0,46.0,269.0,248.0,0.0,17.0,83.0,270.0,81.0,70.0,95.0,73.0,102.0,87.0,54.0,102.0,55.0,206.0,52.0,327.0,100.0,10.0,2.0,134.0,31.0,192.0,119.0,369.0,133.0,20.0,136.0,9.0,89.0,273.0,16.0,93.0,287.0,16.0
rno-miR-122-5p,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-124-3p,48.0,41.0,22.0,37.0,28.0,8.0,2.0,19.0,96.0,20.0,98.0,20.0,15.0,16.0,8.0,15.0,47.0,25.0,21.0,10.0,68.0,13.0,2.0,0.0,35.0,44.0,87.0,29.0,73.0,21.0,2.0,31.0,3.0,11.0,52.0,0.0,57.0,6.0,4.0
rno-miR-125a-5p,43.0,39.0,22.0,196.0,150.0,0.0,7.0,17.0,111.0,11.0,34.0,22.0,8.0,12.0,5.0,12.0,32.0,13.0,45.0,40.0,101.0,32.0,0.0,0.0,31.0,16.0,45.0,124.0,146.0,41.0,21.0,20.0,2.0,26.0,67.0,14.0,23.0,43.0,11.0
rno-miR-125b-5p,199.0,246.0,95.0,663.0,614.0,7.0,39.0,137.0,388.0,147.0,126.0,127.0,116.0,116.0,73.0,81.0,367.0,169.0,430.0,222.0,605.0,109.0,20.0,14.0,175.0,79.0,253.0,518.0,646.0,276.0,169.0,152.0,16.0,162.0,378.0,90.0,148.0,242.0,99.0
rno-miR-126a-3p,10.0,12.0,4.0,17.0,21.0,0.0,0.0,2.0,41.0,8.0,7.0,0.0,8.0,6.0,0.0,4.0,0.0,7.0,16.0,0.0,19.0,4.0,0.0,0.0,0.0,2.0,10.0,18.0,119.0,12.0,5.0,6.0,0.0,5.0,13.0,0.0,4.0,4.0,2.0
rno-miR-126a-5p,8.0,3.0,2.0,2.0,12.0,2.0,0.0,7.0,22.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,5.0,4.0,16.0,0.0,20.0,4.0,0.0,0.0,0.0,3.0,5.0,9.0,126.0,2.0,3.0,0.0,0.0,6.0,13.0,0.0,4.0,4.0,0.0
rno-miR-127-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-128-3p,76.0,20.0,15.0,69.0,58.0,0.0,0.0,20.0,87.0,28.0,22.0,42.0,19.0,16.0,11.0,25.0,43.0,25.0,38.0,10.0,67.0,2.0,0.0,0.0,49.0,14.0,92.0,47.0,27.0,30.0,0.0,21.0,2.0,28.0,63.0,0.0,12.0,6.0,2.0
rno-miR-1298,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-1306-5p,7.0,14.0,12.0,23.0,13.0,16.0,0.0,0.0,34.0,11.0,33.0,2.0,5.0,4.0,2.0,4.0,20.0,0.0,16.0,2.0,13.0,0.0,2.0,0.0,10.0,42.0,18.0,3.0,12.0,16.0,3.0,2.0,4.0,2.0,15.0,0.0,2.0,2.0,0.0
rno-miR-130a-3p,20.0,20.0,7.0,40.0,73.0,0.0,0.0,7.0,54.0,13.0,10.0,14.0,6.0,9.0,9.0,6.0,25.0,5.0,32.0,9.0,66.0,0.0,2.0,0.0,16.0,5.0,42.0,17.0,50.0,13.0,3.0,9.0,0.0,10.0,27.0,0.0,18.0,8.0,4.0
rno-miR-130b-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-130b-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-132-3p,45.0,35.0,19.0,44.0,17.0,0.0,2.0,2.0,44.0,33.0,13.0,21.0,7.0,3.0,3.0,14.0,28.0,28.0,31.0,5.0,43.0,0.0,2.0,0.0,17.0,2.0,44.0,16.0,27.0,18.0,5.0,4.0,0.0,25.0,44.0,2.0,4.0,0.0,2.0
rno-miR-132-5p,7.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0
rno-miR-135a-5p,2.0,9.0,7.0,4.0,7.0,0.0,0.0,2.0,56.0,8.0,0.0,8.0,3.0,4.0,0.0,3.0,13.0,8.0,11.0,7.0,44.0,0.0,0.0,0.0,7.0,2.0,34.0,11.0,25.0,4.0,0.0,4.0,0.0,3.0,14.0,0.0,2.0,4.0,0.0
rno-miR-135b-5p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
rno-miR-138-5p,4.0,6.0,0.0,74.0,36.0,0.0,4.0,0.0,56.0,2.0,5.0,4.0,4.0,5.0,2.0,10.0,2.0,3.0,5.0,16.0,13.0,9.0,0.0,0.0,0.0,0.0,10.0,7.0,22.0,8.0,0.0,6.0,0.0,10.0,13.0,2.0,28.0,18.0,0.0
rno-miR-140-3p,16.0,22.0,9.0,31.0,16.0,0.0,0.0,4.0,42.0,9.0,4.0,11.0,2.0,8.0,0.0,6.0,12.0,32.0,20.0,4.0,44.0,0.0,0.0,0.0,11.0,5.0,74.0,12.0,39.0,11.0,2.0,8.0,0.0,8.0,27.0,0.0,14.0,4.0,0.0
rno-miR-141-3p,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0
rno-miR-142-5p,12.0,4.0,2.0,0.0,5.0,0.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
rno-miR-143-3p,33.0,16.0,8.0,70.0,87.0,0.0,2.0,8.0,48.0,5.0,0.0,3.0,14.0,11.0,3.0,6.0,5.0,11.0,42.0,7.0,105.0,2.0,0.0,0.0,21.0,8.0,33.0,39.0,155.0,17.0,2.0,42.0,0.0,8.0,106.0,4.0,18.0,19.0,3.0
rno-miR-144-5p,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-145-3p,7.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0
rno-miR-145-5p,234.0,246.0,106.0,659.0,1247.0,26.0,31.0,234.0,447.0,157.0,239.0,145.0,184.0,236.0,153.0,132.0,310.0,121.0,645.0,164.0,1153.0,187.0,7.0,4.0,310.0,135.0,394.0,623.0,3385.0,375.0,88.0,739.0,30.0,171.0,630.0,73.0,495.0,301.0,158.0
rno-miR-146a-5p,7.0,14.0,0.0,62.0,55.0,0.0,0.0,7.0,34.0,9.0,4.0,2.0,6.0,5.0,4.0,6.0,5.0,13.0,34.0,21.0,119.0,9.0,0.0,0.0,15.0,6.0,26.0,25.0,76.0,9.0,0.0,16.0,2.0,2.0,41.0,3.0,5.0,37.0,9.0
rno-miR-146b-5p,50.0,45.0,32.0,52.0,7.0,3.0,2.0,4.0,67.0,13.0,14.0,12.0,17.0,10.0,0.0,26.0,29.0,13.0,30.0,13.0,86.0,3.0,0.0,0.0,35.0,9.0,65.0,41.0,54.0,16.0,5.0,0.0,2.0,24.0,53.0,2.0,2.0,17.0,2.0
rno-miR-148a-3p,5.0,0.0,3.0,18.0,44.0,0.0,2.0,6.0,2.0,0.0,4.0,4.0,2.0,19.0,19.0,5.0,0.0,0.0,3.0,0.0,62.0,4.0,0.0,0.0,3.0,0.0,4.0,4.0,9.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,17.0,35.0,6.0
rno-miR-150-3p,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,4.0,2.0,10.0,5.0,0.0,11.0,17.0
rno-miR-150-5p,7.0,2.0,3.0,59.0,65.0,2.0,7.0,8.0,32.0,2.0,11.0,2.0,2.0,9.0,0.0,18.0,14.0,0.0,35.0,14.0,65.0,16.0,0.0,3.0,3.0,7.0,23.0,28.0,79.0,0.0,10.0,25.0,0.0,4.0,23.0,2.0,4.0,21.0,5.0
rno-miR-151-5p,297.0,248.0,168.0,441.0,169.0,8.0,2.0,46.0,580.0,121.0,83.0,122.0,101.0,41.0,46.0,77.0,220.0,137.0,174.0,55.0,372.0,43.0,7.0,0.0,223.0,69.0,534.0,181.0,264.0,103.0,38.0,75.0,8.0,123.0,263.0,26.0,33.0,45.0,9.0
rno-miR-152-3p,2.0,5.0,0.0,36.0,25.0,0.0,0.0,2.0,16.0,3.0,2.0,5.0,6.0,0.0,0.0,2.0,6.0,0.0,7.0,2.0,22.0,0.0,0.0,0.0,3.0,2.0,20.0,14.0,38.0,4.0,0.0,3.0,0.0,2.0,10.0,0.0,5.0,5.0,4.0
rno-miR-15b-3p,33.0,8.0,19.0,35.0,12.0,0.0,0.0,0.0,48.0,8.0,2.0,5.0,7.0,4.0,0.0,2.0,17.0,10.0,4.0,0.0,15.0,0.0,0.0,0.0,31.0,6.0,29.0,15.0,17.0,14.0,0.0,5.0,0.0,8.0,17.0,0.0,0.0,4.0,0.0
rno-miR-15b-5p,155.0,30.0,65.0,138.0,88.0,25.0,5.0,75.0,211.0,69.0,164.0,117.0,24.0,42.0,18.0,73.0,53.0,67.0,126.0,10.0,269.0,56.0,13.0,0.0,23.0,105.0,327.0,25.0,41.0,25.0,9.0,113.0,7.0,39.0,64.0,2.0,134.0,33.0,3.0
rno-miR-16-3p,8.0,2.0,2.0,12.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
rno-miR-16-5p,2406.0,3724.0,1963.0,3080.0,1136.0,70.0,57.0,410.0,4007.0,1942.0,867.0,1342.0,650.0,338.0,332.0,735.0,2312.0,1460.0,1823.0,620.0,4696.0,240.0,61.0,7.0,1316.0,487.0,4299.0,1780.0,2100.0,671.0,126.0,586.0,57.0,1214.0,2313.0,135.0,284.0,251.0,103.0
rno-miR-17-1-3p,7.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0
rno-miR-17-2-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-17-5p,111.0,152.0,106.0,162.0,58.0,4.0,0.0,7.0,212.0,72.0,73.0,49.0,40.0,3.0,14.0,30.0,82.0,67.0,39.0,14.0,75.0,8.0,0.0,0.0,118.0,21.0,195.0,99.0,61.0,44.0,0.0,9.0,0.0,43.0,121.0,0.0,5.0,12.0,6.0
rno-miR-181a-5p,35.0,13.0,0.0,44.0,54.0,2.0,0.0,2.0,27.0,0.0,79.0,3.0,11.0,10.0,2.0,7.0,4.0,2.0,24.0,2.0,42.0,2.0,2.0,0.0,10.0,12.0,14.0,23.0,54.0,113.0,4.0,18.0,16.0,11.0,79.0,5.0,50.0,66.0,42.0
rno-miR-181b-5p,4.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0
rno-miR-182,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,3.0,4.0,0.0,0.0,11.0,0.0,2.0,7.0,0.0
rno-miR-183-5p,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0
rno-miR-1839-5p,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
rno-miR-185-5p,6.0,0.0,4.0,22.0,20.0,0.0,0.0,6.0,14.0,0.0,0.0,5.0,5.0,4.0,2.0,3.0,8.0,3.0,15.0,6.0,21.0,2.0,2.0,0.0,7.0,5.0,19.0,22.0,34.0,6.0,2.0,4.0,0.0,4.0,9.0,0.0,0.0,9.0,4.0
rno-miR-186-5p,9.0,4.0,8.0,28.0,12.0,0.0,0.0,2.0,19.0,8.0,9.0,0.0,6.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,8.0,10.0,2.0,12.0,27.0,3.0,0.0,2.0,0.0,8.0,16.0,3.0,4.0,6.0,0.0
rno-miR-18a-5p,68.0,90.0,38.0,92.0,50.0,4.0,0.0,6.0,176.0,37.0,6.0,19.0,23.0,11.0,10.0,24.0,51.0,49.0,29.0,10.0,101.0,2.0,0.0,0.0,49.0,12.0,129.0,33.0,52.0,18.0,3.0,12.0,0.0,23.0,101.0,0.0,0.0,10.0,8.0
rno-miR-190b-5p,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
rno-miR-191a-3p,4.0,4.0,5.0,11.0,3.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,3.0,0.0,12.0,0.0,2.0,0.0,8.0,0.0,13.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,2.0,0.0
rno-miR-191a-5p,2286.0,1953.0,1164.0,1974.0,1052.0,801.0,106.0,344.0,3430.0,917.0,1985.0,847.0,629.0,346.0,260.0,422.0,2320.0,903.0,1836.0,359.0,2640.0,465.0,146.0,10.0,1502.0,1507.0,3040.0,1367.0,2102.0,863.0,181.0,486.0,186.0,875.0,1612.0,100.0,551.0,298.0,80.0
rno-miR-194-5p,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rno-miR-195-5p,16.0,13.0,4.0,103.0,83.0,0.0,0.0,11.0,53.0,0.0,8.0,6.0,2.0,2.0,11.0,7.0,3.0,2.0,24.0,9.0,64.0,9.0,0.0,0.0,2.0,6.0,29.0,48.0,173.0,4.0,7.0,20.0,0.0,2.0,26.0,0.0,4.0,2.0,7.0
rno-miR-196a-5p,4.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0
rno-miR-199a-3p,6.0,18.0,2.0,26.0,36.0,0.0,0.0,6.0,52.0,7.0,8.0,6.0,14.0,2.0,2.0,2.0,11.0,10.0,46.0,31.0,99.0,10.0,2.0,0.0,0.0,0.0,21.0,26.0,131.0,8.0,0.0,11.0,0.0,22.0,48.0,18.0,19.0,17.0,6.0
rno-miR-19a-3p,160.0,128.0,125.0,301.0,114.0,3.0,20.0,21.0,311.0,103.0,47.0,85.0,93.0,21.0,32.0,67.0,79.0,137.0,134.0,25.0,239.0,16.0,4.0,0.0,222.0,62.0,340.0,116.0,158.0,77.0,11.0,37.0,4.0,55.0,275.0,2.0,4.0,34.0,2.0
rno-miR-19b-3p,1426.0,710.0,632.0,1569.0,810.0,107.0,18.0,207.0,2048.0,628.0,817.0,515.0,636.0,212.0,245.0,404.0,650.0,1093.0,1257.0,240.0,1959.0,165.0,56.0,0.0,1557.0,520.0,2205.0,786.0,1333.0,772.0,47.0,289.0,30.0,360.0,2106.0,18.0,201.0,301.0,41.0
rno-miR-200a-3p,6.0,0.0,0.0,45.0,27.0,0.0,2.0,10.0,18.0,0.0,0.0,9.0,2.0,7.0,14.0,8.0,0.0,0.0,28.0,8.0,72.0,17.0,3.0,0.0,4.0,0.0,18.0,17.0,27.0,21.0,0.0,23.0,0.0,5.0,111.0,0.0,11.0,85.0,3.0
rno-miR-200b-3p,38.0,16.0,12.0,163.0,82.0,0.0,6.0,32.0,68.0,18.0,19.0,45.0,22.0,51.0,31.0,38.0,25.0,16.0,147.0,43.0,355.0,62.0,6.0,0.0,11.0,10.0,91.0,62.0,157.0,102.0,38.0,109.0,4.0,27.0,193.0,13.0,29.0,132.0,21.0
rno-miR-200c-3p,135.0,134.0,63.0,241.0,88.0,2.0,8.0,28.0,236.0,50.0,46.0,109.0,88.0,50.0,24.0,76.0,156.0,96.0,216.0,57.0,454.0,55.0,5.0,2.0,99.0,38.0,213.0,120.0,195.0,129.0,44.0,100.0,2.0,105.0,253.0,43.0,23.0,123.0,19.0
rno-miR-201-5p,4.0,2.0,0.0,14.0,38.0,0.0,0.0,7.0,2.0,4.0,0.0,5.0,0.0,8.0,2.0,15.0,0.0,8.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,6.0,0.0,0.0,35.0,0.0,11.0,27.0,2.0
rno-miR-202-5p,8.0,25.0,0.0,57.0,422.0,0.0,2.0,10.0,11.0,0.0,0.0,2.0,4.0,29.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,10.0,17.0,0.0,18.0,7.0,0.0,29.0,0.0,0.0,8.0,0.0,2.0,11.0,6.0
rno-miR-203a-3p,85.0,24.0,41.0,19.0,37.0,0.0,6.0,10.0,50.0,8.0,5.0,20.0,6.0,58.0,34.0,22.0,17.0,2.0,8.0,3.0,60.0,7.0,0.0,0.0,10.0,2.0,48.0,10.0,39.0,15.0,5.0,24.0,2.0,6.0,34.0,4.0,13.0,48.0,10.0
